"Assignment","Class","Method","Antipattern","Confirmed","Explanation","Evidence"
"assignment-2-155","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic and has a high complexity score of 22.0, which indicates that the logic is not straightforward and may be difficult to maintain or extend. Additionally, the presence of multiple cases (6 total across 2 switches) and the indication of potential state changes suggest that the switch statement could benefit from a more flexible design, such as polymorphism. Refactoring to use polymorphism","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-271","OrderCheck; ItemsInCart","printCart; getTotalPrice","PotentialMissingInheritanceGroup","YES","Answer: YES: The presence of multiple methods with similar names and functionality across different classes (OrderCheck and ItemsInCart) without a common ancestor suggests a lack of a proper inheritance hierarchy. This can lead to code duplication and maintenance challenges, indicating a violation of the DRY (Don't Repeat Yourself) principle in OOP. Establishing a common superclass or interface could help unify these methods and promote better code organization.","{
  ""details"": ""Multiple methods suggest missing inheritance hierarchy"",
  ""methodExamples"": ""public void printCart(Float total) | public float getTotalPrice()"",
  ""similarityScore"": ""8"",
  ""sharedMethodNames"": ""printCart; getTotalPrice"",
  ""weaklyRelated"": ""true"",
  ""hasCommonAncestor"": ""false"",
  ""classes"": ""OrderCheck; ItemsInCart"",
  ""sharedMethodsCount"": ""2"",
  ""methodSignatures"": ""void printCart(Float); float getTotalPrice()""
}"
"assignment-2-150","BurgerShop","confirmOrder","SwitchComplexity","YES","Answer: YES: The switch statement in the `confirmOrder` method exhibits complex logic with a high complexity score of 88.0 and contains 4 cases, indicating that it is not a simple mapping. Given that it follows a state machine pattern, refactoring it using the State pattern would enhance maintainability and readability, reducing the risk of errors associated with complex switch statements.","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 88.0
    }
  ],
  ""avgComplexityScore"": ""88.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-268","BurgerShop","removeItem","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `removeItem` method of the `BurgerShop` class exhibits a complexity score of 22.0, which indicates that it contains complex logic and is not a simple mapping. With a total of 6 cases across 2 switches, the average complexity is high, and the presence of mixed content patterns further complicates the logic. Given these factors, it is advisable to consider refactoring the switch statement with polymorphism to improve maintainability and readability","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""removeItem"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void removeItem(int posCart)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-269","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic, as indicated by the complexity score of 53.0 and the classification as a state machine pattern. Given that it has 3 cases and is not a simple mapping, the complexity suggests that the switch statement is handling intricate decision-making processes. This complexity can lead to difficulties in maintenance, readability, and testing.

Refactoring this switch statement using polymorphism, such as implementing","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 53.0
    }
  ],
  ""avgComplexityScore"": ""53.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-149","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits a high complexity score of 22.0, indicating that it contains complex logic and is not a simple mapping. With a total of 6 cases across 2 switches, the average complexity per switch is also significant. Given that the guidelines suggest that switches with complex logic are likely candidates for refactoring, and considering the suggestion to review for potential polymorphism replacement, it would be prudent","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-142","Cart","calculateWaitTime","SwitchComplexity","YES","Answer: YES: The switch statement in the `calculateWaitTime` method exhibits complex logic with a high complexity score of 46.0 and contains 4 cases, indicating that it is not a simple mapping. Given that it follows a state machine pattern, refactoring it to use the State pattern would enhance maintainability and readability, reducing the risk of errors associated with complex switch logic.","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""calculateWaitTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Cart"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 46.0
    }
  ],
  ""avgComplexityScore"": ""46.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public int[] calculateWaitTime()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-264","BurgerShop","addBurger","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addBurger` method has 7 cases, which indicates a higher complexity level. The overall pattern is classified as ""MIXED_LOGIC,"" and while it does not contain complex logic, the number of cases (7) suggests that the switch is handling multiple distinct behaviors. This can lead to difficulties in maintenance and readability. Refactoring with polymorphism would allow for cleaner, more modular code by encapsulating the behavior associated with each case in separate","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Switch has many cases - consider polymorphism"",
  ""methodName"": ""addBurger"",
  ""hasComplexLogic"": ""false"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": false,
      ""caseCount"": 7.0,
      ""complexityScore"": 9.0
    }
  ],
  ""avgComplexityScore"": ""9.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addBurger(String name, float price)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""7.0"",
  ""totalCases"": ""7""
}"
"assignment-2-264","BurgerShop","addSnack","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addSnack` method of the `BurgerShop` class exhibits a high complexity score of 21.0, with 5 cases and complex logic involved. This indicates that the switch statement is not only handling multiple cases but also involves intricate decision-making, which can lead to difficulties in maintenance and readability. Given the mixed logic and the potential for polymorphism to simplify the design, refactoring to use polymorphism would likely enhance the code's clarity and","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addSnack"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 5.0,
      ""complexityScore"": 21.0
    }
  ],
  ""avgComplexityScore"": ""21.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSnack(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""5.0"",
  ""totalCases"": ""5""
}"
"assignment-2-264","BurgerShop","addDrink","SwitchComplexity","YES","**Answer: YES**: The switch statement in the `addDrink` method exhibits complex logic with a high complexity score of 23. Given that it has 4 cases and is categorized as having mixed logic, this indicates that the switch is not straightforward and may lead to maintenance challenges. Refactoring with polymorphism could simplify the code, enhance readability, and make it easier to extend in the future, especially if new drink types need to be added.","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addDrink"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 23.0
    }
  ],
  ""avgComplexityScore"": ""23.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addDrink(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-264","BurgerShop","addCombo","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addCombo` method of the `BurgerShop` class exhibits high complexity, with a total of 16 cases spread across 3 switches and an average complexity score of 17.7. The presence of complex logic in multiple cases indicates that the switch is not only handling a variety of scenarios but also likely involves intricate decision-making processes. Given that the highest severity is marked as ""HIGH,"" this suggests that the complexity could lead to maintenance challenges,","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Switch has many cases - consider polymorphism"",
  ""methodName"": ""addCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": false,
      ""caseCount"": 7.0,
      ""complexityScore"": 9.0
    },
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 5.0,
      ""complexityScore"": 21.0
    },
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 23.0
    }
  ],
  ""avgComplexityScore"": ""17.7"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addCombo(String nameBurger, float priceBurger, String nameSnack, float priceSnack, String nameDrink, float priceDrink, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""3"",
  ""avgCasesPerSwitch"": ""5.3"",
  ""totalCases"": ""16""
}"
"assignment-2-262","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits high complexity, as indicated by the complexity score of 22.0 and the presence of complex logic within the cases. With a total of 6 cases across 2 switches, the average complexity per switch is also significant. Given that the guidelines suggest that switches with complex logic are likely candidates for refactoring, and considering the suggestion to review for potential polymorphism replacement, it would be","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-139","MenuItem","","RedundantInheritance","YES","Answer: YES: The inheritance from the `Menu` class to the `MenuItem` class is redundant because the `MenuItem` class does not override or utilize any of the methods or features provided by the `Menu` class. This suggests that `MenuItem` does not benefit from the inheritance, making it unnecessary.","{
  ""severity"": ""HIGH"",
  ""parentClass"": ""Menu"",
  ""details"": ""Class inherits but does not override/reuse superclass methods"",
  ""childClass"": ""MenuItem""
}"
"assignment-2-135","BurgerShop","addSnack","SwitchComplexity","YES","**Answer: YES**: The switch statement in the `addSnack` method exhibits complex logic with a complexity score of 17.0, which indicates that it is not a simple dispatch. Given that it has 3 cases and involves state changes, the complexity suggests that the switch may be handling multiple responsibilities or behaviors that could be better managed through polymorphism. Refactoring to use polymorphism could enhance maintainability, readability, and scalability of the code by encapsulating the behavior associated with each case","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addSnack"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSnack(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-135","BurgerShop","addDrink","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addDrink` method of the `BurgerShop` class exhibits complex logic, as indicated by the complexity score of 17.0 and the presence of multiple cases (3 total). Given that the guidelines suggest that switches with complex logic are likely candidates for refactoring, and considering the suggestion to review for potential polymorphism replacement, it would be prudent to refactor this switch statement. Polymorphism can simplify the code, enhance maintainability, and","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addDrink"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addDrink(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-135","BurgerShop","addCombo","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addCombo` method of the `BurgerShop` class exhibits complex logic, as indicated by the complexity score of 22.0 and the presence of mixed logic patterns. Given that there are 3 cases, the complexity suggests that the switch is not straightforward and may lead to maintenance challenges. Additionally, the suggestion to review for potential polymorphism replacement indicates that the current implementation could benefit from a more flexible design, such as using polymorphism to handle","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addCombo(String nameBurger, float priceBurger, String nameSnack, float priceSnack, String nameDrink, float priceDrink, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-131","BurgerShop","incrementCost","SwitchComplexity","YES","Answer: YES: The switch statement in the `incrementCost` method exhibits complex logic with a high complexity score of 37.0 and is identified as a state machine pattern. Given that it has 3 cases and is not a simple mapping, this complexity suggests that the switch statement could benefit from refactoring into a more maintainable design using polymorphism, such as the State pattern. This would enhance readability, reduce complexity, and improve the overall design of the code.","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""incrementCost"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 37.0
    }
  ],
  ""avgComplexityScore"": ""37.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public int incrementCost(boolean first, int foodType)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-96","Drink","","RedundantInheritance","YES","Answer: YES: The inheritance is redundant because the child class ""Drink"" inherits from the parent class ""Snack"" but does not override or reuse any of its methods. This suggests that ""Drink"" does not benefit from the features of ""Snack,"" making the inheritance unnecessary.","{
  ""severity"": ""HIGH"",
  ""parentClass"": ""Snack"",
  ""details"": ""Class inherits but does not override/reuse superclass methods"",
  ""childClass"": ""Drink""
}"
"assignment-2-126","Side","adjustPrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `adjustPrice` method exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that it has 3 cases and is categorized as a ""SIMPLE_DISPATCH"" with a ""STATE_CHANGE"" content pattern, it suggests that the logic could be better handled through polymorphism. Refactoring to use polymorphism could enhance maintainability, readability, and extens","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""adjustPrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Side"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""private void adjustPrice()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-126","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic with a complexity score of 22.0 and contains 4 cases, which indicates that it is not a simple mapping. Given that the overall pattern is classified as ""MIXED_LOGIC"" and the presence of complex logic, this suggests that the switch statement may be handling multiple responsibilities or states in a way that could be better managed through polymorphism. Refactoring to","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
